Id,Label,timeset,0,1,2,3,4,5,6,componentnumber,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,strongcompnum,modularity_class,stat_inf_class,clustering,eigencentrality,dynamic_indegree,dynamic_outdegree,dynamic_degree
71,eldiario.es,,1,59.08609,-56.779053,8.57647,717,0,"rgb(1,115,178)",0,718,1,719,799,1,800,9,0.318004,0.409663,4782177.330617,0.920711,0,0.02493,0,11,1,0.001597,1,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
45,carnecrudaradio.bsky.social,,3,-60.446854,86.535301,8.359574,577,14,"rgb(2,158,115)",0,578,15,593,838,70,908,9,0.317059,0.399717,3851643.223415,0.359771,0.035811,0.024023,114,2,1,0.002065,0.810783,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
30,sarariveiro.bsky.social,,2,-56.657166,203.688522,8.293419,540,110,"rgb(222,143,5)",0,541,111,652,999,355,1354,8,0.34474,0.419045,9054976.396316,0.075902,0.056267,0.029727,114,22,1,0.0021,0.942685,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
1246,elmundotoday.com,,1,-196.528412,-52.630035,7.525453,250,2,"rgb(1,115,178)",0,250,2,252,259,2,261,10,0.258859,0.310275,1365998.898873,0.049424,0.002391,0.007907,54,0,1,0.000316,0.254775,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
166,juanlusanchez.bsky.social,,6,115.416168,-40.601414,7.451038,232,53,"rgb(202,145,97)",0,233,54,287,292,70,362,10,0.255222,0.305197,1378532.845008,0.048776,0.000322,0.013216,114,3,1,0.004606,0.350833,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
140,elordenmundial.bsky.social,,7,127.47065,67.471916,7.308268,201,12,"rgb(251,175,228)",0,202,13,215,376,106,482,10,0.248175,0.292701,1142330.172461,0.022501,0,0.010783,45,8,1,0.005183,0.247459,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
847,bladeofthes.bsky.social,,9,-24.469181,274.430969,7.081404,160,0,"rgb(236,225,51)",0,160,0,160,163,0,163,9,0.241507,0.275292,1604314.350182,0.004619,0,0.006222,115,16,5,0.000354,0.165337,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
5318,mehdirhasan.bsky.social,,8,-144.916641,-98.286087,7.081404,160,0,"rgb(148,148,148)",0,160,0,160,162,0,162,10,0.185802,0.212093,1215121.223996,0.000006,0,0.006285,116,10,0,0.000275,0.1696,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
3139,xabierfortes.bsky.social,,5,-160.605682,-8.445242,7.068904,158,0,"rgb(204,120,188)",0,158,0,158,166,0,166,10,0.266582,0.308925,789620.912132,0.056852,0,0.007703,51,1,1,0.000645,0.193585,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
6251,ovni.dev,,15,195.485428,171.524414,7.049856,155,3,"rgb(204,120,188)",0,156,4,160,176,16,192,10,0.242469,0.281121,873260.729915,0.009135,0,0.007177,117,29,1,0.006617,0.182197,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
116,atrupar.com,,4,-0.733465,-119.957153,7.023881,151,0,"rgb(213,94,0)",0,151,0,151,161,0,161,8,0.284452,0.321258,3774453.573322,0.002589,0,0.009526,20,6,4,0.000309,0.25945,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
2997,enricjuliana.bsky.social,,5,-92.123322,-26.418158,7.01728,150,0,"rgb(204,120,188)",0,150,0,150,154,0,154,10,0.267261,0.301366,716772.685404,0.05489,0,0.004132,67,1,1,0.000179,0.154632,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
1901,kevinmcshane.org,,12,52.785122,243.45755,7.010635,149,1,"rgb(222,143,5)",0,150,2,152,152,2,154,9,0.19648,0.221968,1166110.882072,0.000012,0,0.005766,119,19,6,0.006887,0.171657,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
2661,nadinesmith.bsky.social,,16,-160.873688,119.378822,7.003946,148,0,"rgb(202,145,97)",0,148,0,148,151,0,151,9,0.199025,0.224303,963922.092137,0.000022,0,0.005611,120,23,5,0.000092,0.15088,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
3768,irenemonterog.bsky.social,,14,-173.136215,35.056255,6.990433,146,0,"rgb(213,94,0)",0,146,0,146,155,0,155,10,0.249549,0.286206,782205.02357,0.014516,0,0.004873,35,28,2,0.000142,0.155012,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
69,teenvogue.com,,13,-39.641613,-228.09346,6.912655,135,0,"rgb(2,158,115)",0,135,0,135,137,0,137,8,0.280868,0.314302,4024232.92703,0.003331,0,0.005631,81,32,3,0.000111,0.221255,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
1055,abigaillarson.com,,10,115.183372,-120.696495,6.912655,135,0,"rgb(86,180,233)",0,135,0,135,137,0,137,9,0.193629,0.217107,1067186.195164,0.000007,0,0.005456,121,4,5,0.000166,0.139573,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
2176,illumi.meme,,11,71.171455,-160.28714,6.882802,131,6,"rgb(1,115,178)",0,131,6,137,133,7,140,10,0.168625,0.192137,1147493.544761,0,0,0.010107,124,20,6,0.000449,0.140659,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
107,roldier.es,,18,-172.126282,177.667007,6.812184,122,29,"rgb(148,148,148)",0,123,30,153,163,39,202,9,0.277423,0.315212,1322297.243341,0.010445,0.003638,0.007786,114,29,1,0.00916,0.265428,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
4825,hannibal.bsky.social,,1,-103.259377,141.861053,6.418841,82,3,"rgb(1,115,178)",0,82,3,85,84,3,87,10,0.239501,0.27214,388946.329396,0.027253,0,0.003858,126,30,1,0.000301,0.086137,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
3634,tortondo.bsky.social,,17,109.017784,-13.609653,6.382027,79,3,"rgb(251,175,228)",0,80,4,84,83,4,87,10,0.24767,0.280277,368312.553809,0.014157,0,0.004477,114,26,1,0.013133,0.103689,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
5050,spanishrevolution.bsky.social,,1,-106.100281,-54.380161,6.382027,79,0,"rgb(1,115,178)",0,80,1,81,82,1,83,10,0.236577,0.268605,330719.618501,0.02619,0,0.00217,127,7,1,0.012658,0.090843,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
160,econocabreado.bsky.social,,19,104.899651,147.868713,6.127134,61,17,"rgb(236,225,51)",0,62,18,80,69,24,93,10,0.269307,0.309395,535915.931497,0.018786,0.013813,0.004104,114,9,1,0.021031,0.189608,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
3526,noagresiva.bsky.social,,1,-79.448761,-92.945221,6.077537,58,1,"rgb(1,115,178)",0,59,2,61,63,2,65,10,0.242112,0.272815,264545.652864,0.016669,0,0.002592,128,27,1,0.017826,0.068072,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
1828,ottomas.es,,1,-45.52005,-127.666512,6.043051,56,0,"rgb(1,115,178)",0,56,0,56,57,0,57,10,0.240419,0.270404,297915.362244,0.014951,0,0.00183,129,18,1,0,0.057301,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
156,olgarodriguezfr.bsky.social,,3,29.085091,62.350548,5.988984,53,1,"rgb(2,158,115)",0,54,2,56,59,2,61,10,0.256979,0.296264,199421.978347,0.025814,0.013144,0.002685,114,2,1,0.02341,0.145315,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
525,thefairybear.bsky.social,,20,247.448273,21.063072,5.970292,52,1,"rgb(86,180,233)",0,52,1,53,53,1,54,11,0.184685,0.198324,478601.345799,0.000015,0,0.003429,61,15,6,0.002262,0.055771,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
5127,julianmacias.bsky.social,,21,-81.920166,43.007946,5.931826,50,1,"rgb(1,115,178)",0,50,1,51,50,1,51,10,0.24958,0.289181,229963.514863,0.010408,0.033638,0.001505,65,7,1,0.001961,0.051335,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
3282,guilleneuve.bsky.social,,17,121.021294,122.453339,5.912023,49,5,"rgb(251,175,228)",0,50,6,56,54,6,60,10,0.242556,0.272444,310726.870284,0.009228,0,0.001983,58,24,1,0.021493,0.061505,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
3585,mha64.bsky.social,,22,-83.288506,-131.402252,5.850148,46,0,"rgb(222,143,5)",0,46,0,46,46,0,46,11,0.210335,0.240131,226109.47664,0.008578,0,0.001501,130,27,1,0.000966,0.047047,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
54,popbase.tv,,24,215.56192,220.332184,5.828641,45,0,"rgb(213,94,0)",0,45,0,45,49,0,49,9,0.257414,0.286688,290897,0.002184,0,0.001884,85,21,1,0,0.125023,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
206,gzapata.bsky.social,,6,63.574715,80.223755,5.806662,44,1,"rgb(202,145,97)",0,45,2,47,49,8,57,11,0.222633,0.258931,216297.657442,0.006848,0.001782,0.001523,114,3,1,0.024242,0.088237,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
2131,chrisdeleon.bsky.social,,25,274.656128,159.558472,5.7612,42,2,"rgb(204,120,188)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
5094,manuelrico.bsky.social,,5,176.213409,-29.385614,5.7612,42,0,"rgb(204,120,188)",0,43,1,44,48,4,52,11,0.211131,0.239072,184832.294773,0.010019,0,0.001271,131,7,1,0.02381,0.048685,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
386,rentradewind.noodlebowl.org,,20,247.265045,71.579918,5.73767,41,0,"rgb(86,180,233)",0,41,0,41,41,0,41,11,0.148545,0.161656,265641.141714,0,0,0.001466,132,15,6,0.00061,0.041705,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
42,nlopeztrujillo.bsky.social,,2,-44.463581,133.478424,5.713572,40,7,"rgb(222,143,5)",0,41,8,49,51,16,67,9,0.272882,0.304894,268609.259779,0.013291,0.003318,0.002504,114,22,1,0.028793,0.141089,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
1763,ladyemily.nebula.tv,,23,196.876007,-70.197395,5.637586,37,0,"rgb(2,158,115)",0,37,0,37,38,0,38,11,0.142603,0.152095,241187.73269,0,0,0.001565,133,17,5,0,0.038439,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
41,elpais.com,,21,-82.163635,99.038353,5.433987,30,0,"rgb(1,115,178)",0,30,0,30,30,0,30,9,0.276264,0.308783,284724.936271,0.008589,0,0.005198,53,30,1,0.005747,0.14511,"<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>","<[2024-10-01, 2024-10-02, 0]; [2024-10-02, 2024-10-03, 0]; [2024-10-03, 2024-10-04, 0]; [2024-10-04, 2024-10-05, 0]>"
