Source,Target,Type,Id,Label,Weight,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1836,45,Directed,3535,,5,2025-01-17,"<[2025-01-17, 2025-01-17]>",https://bsky.app/profile/yoxirli.bsky.social/post/3lfwn5ti3cc2o,0,0,0,0,0,0,0,0,elordenmundial.com/diferencia-e...,replied_to,7998
1836,4825,Directed,3540,,3,2025-02-24,"<[2025-02-24, 2025-02-24]>",https://bsky.app/profile/yoxirli.bsky.social/post/3liw2w2mbyk2o,0,0,0,0,0,0,0,0,,replied_to,7261
1836,4883,Directed,3543,,2,2025-02-24,"<[2025-02-24, 2025-02-24]>",https://bsky.app/profile/yoxirli.bsky.social/post/3liw3347ij22o,0,0,0,0,0,0,0,0,Ya que fueran solo partidos políticos los herederos del franquismo,replied_to,7337
1836,5050,Directed,3545,,2,2024-11-26,"<[2024-11-26, 2024-11-26]>",https://bsky.app/profile/yoxirli.bsky.social/post/3lbtfg5wmpk26,0,0,0,0,0,0,0,0,El bulo de los miserables de @elmundo.es.web.brid.gy sobre Broncano y @rtvecom.bsky.social. Son perros voceros de la ultraderecha.,replied_to,8787
1836,1246,Directed,3547,,7,2024-11-22,"<[2024-11-22, 2024-11-22]>",https://bsky.app/profile/yoxirli.bsky.social/post/3lbjspcdud22r,0,0,0,0,0,0,0,0,"Hormiguero: tetas y culos, culos y tetas 🤮🤮🤮🤮🤷🏻‍♀️🤷🏻‍♀️

youtu.be/TJ_qKzUTQqA?...",replied_to,8902
1836,1836,Directed,3554,,2,2024-11-21,"<[2024-11-21, 2024-11-21]>",https://bsky.app/profile/yoxirli.bsky.social/post/3lbijpa4d2c2f,0,0,0,0,0,0,0,0,"📺‼️Tres excolaboradores de 'El Hormiguero' cierran filas públicamente con Broncano
www.elplural.com/todo-tv/tres...",replied_to,9483
1836,6091,Directed,3556,,2,2024-11-21,"<[2024-11-21, 2024-11-21]>",https://bsky.app/profile/yoxirli.bsky.social/post/3lbijpzx24s2f,0,0,0,0,0,0,0,0,,replied_to,9482
1836,6116,Directed,3558,,1,2024-11-21,"<[2024-11-21, 2024-11-21]>",https://bsky.app/profile/yoxirli.bsky.social/post/3lbikiyziz22f,0,0,0,0,0,0,0,0,Literal,replied_to,9528
1836,6119,Directed,3559,,1,2024-11-21,"<[2024-11-21, 2024-11-21]>",https://bsky.app/profile/yoxirli.bsky.social/post/3lbikp7lfa22f,0,0,0,0,0,0,0,0,,replied_to,9535
1836,6143,Directed,3560,,1,2024-11-21,"<[2024-11-21, 2024-11-21]>",https://bsky.app/profile/yoxirli.bsky.social/post/3lbikmq4pyk2f,0,0,0,0,0,0,0,0,Tienes audímetro?🤔🤔🤔🤷🏻‍♀️,replied_to,9566
1837,1828,Directed,3561,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/teletran1.bsky.social/post/3lgbud4kq422g,0,0,0,0,0,0,0,0,,replied_to,2818
1838,1828,Directed,3562,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/bagat.bsky.social/post/3lgbjcnl2kk2y,0,0,0,0,0,0,0,0,"Qué le parecerá a Israel todo esto? Va a bombardear a Musk?
A no, que hacen negocios con ellos y les proporcionan armas, que cosas, no?",replied_to,2819
1839,1828,Directed,3563,,1,2025-01-22,"<[2025-01-22, 2025-01-22]>",https://bsky.app/profile/nodenshpl.bsky.social/post/3lgcvm6dcl22a,0,0,0,0,0,0,0,0,"En Alemania se paran los taxis así. El señor del bigote estaba pidiendo a la gente que se apartase, que venía el taxi a recogerlo. No les fuera a pasar algo. Un tipo preocupado por la seguridad vial.
Igual que Elon.",replied_to,2820
1839,71,Directed,3564,,1,2025-02-19,"<[2025-02-19, 2025-02-19]>",https://bsky.app/profile/nodenshpl.bsky.social/post/3lik7kveeyk25,0,0,0,0,0,0,0,0,Poco me parece.,replied_to,7370
1839,45,Directed,3565,,1,2025-02-13,"<[2025-02-13, 2025-02-13]>",https://bsky.app/profile/nodenshpl.bsky.social/post/3li2tocgots24,0,0,0,0,0,0,0,0,O el gobierno pone fin al mamoneo de la publicidad institucional o le va a pasar como con lo de los jueces. Cuando quieran llegar va a ser muy tarde.,replied_to,7414
1840,1828,Directed,3566,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/marlasinger74.bsky.social/post/3lgbnqanlqs2t,0,0,0,0,0,0,0,0,Si habla como nazi hace cosas nazis y saluda como nazi....espera...,replied_to,2821
1841,1828,Directed,3567,,1,2025-01-22,"<[2025-01-22, 2025-01-22]>",https://bsky.app/profile/rcarrandi.bsky.social/post/3lgdh2li7bc2j,0,0,0,0,0,0,0,0,Impresentable personaje y hay aún gente que le ríe esas ocurrencias,replied_to,2822
1842,1828,Directed,3568,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/matriota.bsky.social/post/3lgbcjwsobc2f,0,0,0,0,0,0,0,0,Estamos bien jodidos,replied_to,2823
1843,1828,Directed,3569,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/lunera1.bsky.social/post/3lgbfgl4ihk2f,0,0,0,0,0,0,0,0,Es un nazi,replied_to,2824
1843,1246,Directed,3570,,1,2024-11-22,"<[2024-11-22, 2024-11-22]>",https://bsky.app/profile/lunera1.bsky.social/post/3lbk2cl7flk2m,0,0,0,0,0,0,0,0,🤣🤣🤣🤣,replied_to,8927
1844,1828,Directed,3571,,1,2025-01-22,"<[2025-01-22, 2025-01-22]>",https://bsky.app/profile/yalfbal.bsky.social/post/3lgct22yg3k26,0,0,0,0,0,0,0,0,"Que valiente por tu parte, ¿Cómo sabes que lo de la izquierda es un saludo nazi? A mí parece un tío haciendo cosplay de Attack on Titan",replied_to,2825
1845,1828,Directed,3572,,1,2025-01-22,"<[2025-01-22, 2025-01-22]>",https://bsky.app/profile/lucipeal.bsky.social/post/3lgcqvg2tp22f,0,0,0,0,0,0,0,0,Yo los veo hermanos gemelos,replied_to,2826
1846,1847,Directed,3573,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/ernestotaku.bsky.social/post/3lgbasiouys2f,0,0,0,0,0,0,0,0,Posee*,replied_to,2827
1846,30,Directed,3574,,2,2024-12-30,"<[2024-12-30, 2024-12-30]>",https://bsky.app/profile/ernestotaku.bsky.social/post/3lekburxkpc2a,0,0,0,0,0,0,0,0,"A ver si la veo, que la ponen de mierdón y no me lo parece.

Además el título original me parece maravilloso que la traducción pocha.",replied_to,3616
1848,1828,Directed,3576,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/strakas.bsky.social/post/3lgbkdxmocc2d,0,0,0,0,0,0,0,0,"El de la derecha lo hace con más rabia, con más convinción.",replied_to,2828
1848,71,Directed,3577,,1,2024-12-17,"<[2024-12-17, 2024-12-17]>",https://bsky.app/profile/strakas.bsky.social/post/3ldjhbp2xac2c,0,0,0,0,0,0,0,0,Ya iba siendo hora de que alguien se moviese para meter en la cárcel a este especimen unineuronal y mala persona.,replied_to,4192
1849,1828,Directed,3578,,1,2025-01-22,"<[2025-01-22, 2025-01-22]>",https://bsky.app/profile/ninagarr.bsky.social/post/3lgcyfrpzg223,0,0,0,0,0,0,0,0,Y pensar q este tipo no es más que un producto con buen Marqueting. La realidad es que todos sus proyectos pinchan.,replied_to,2829
1850,1828,Directed,3579,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/naropinosa.bsky.social/post/3lgayhdlit22j,0,0,0,0,0,0,0,0,💩,replied_to,2830
1851,1828,Directed,3580,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/ceniciento.bsky.social/post/3lgbovchs342w,0,0,0,0,0,0,0,0,Antes enseñaban la patita... Ya se les soltó la mano!,replied_to,2831
1852,1828,Directed,3581,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/oskarhermelo.bsky.social/post/3lgbh2yara22u,0,0,0,0,0,0,0,0,,replied_to,2832
1853,1828,Directed,3582,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/truebano.bsky.social/post/3lgboz4fgmc2o,0,0,0,0,0,0,0,0,Hay patos hijos de puta?,replied_to,2833
1853,166,Directed,3583,,1,2024-12-25,"<[2024-12-25, 2024-12-25]>",https://bsky.app/profile/truebano.bsky.social/post/3le5ko2v5r22y,0,0,0,0,0,0,0,0,Cuando escuche el discurso del primer presidente del siglo XXI de la República de España será cuando escuche un gran discurso y además será un gran día,replied_to,9309
1854,1828,Directed,3584,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/oxoloko.bsky.social/post/3lgbkqi577c2s,0,0,0,0,0,0,0,0,Pato mar por saco lo mandaba yo,replied_to,2834
1855,1828,Directed,3585,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/redsputnik.bsky.social/post/3lgbdkbqdvc2b,0,0,0,0,0,0,0,0,Quitando que una es en color y la otra en blanco y negro... No hay más diferencias.,replied_to,2835
1855,3526,Directed,3586,,1,2024-11-20,"<[2024-11-20, 2024-11-20]>",https://bsky.app/profile/redsputnik.bsky.social/post/3lbep4fdyys2y,0,0,0,0,0,0,0,0,,replied_to,5132
1856,1828,Directed,3587,,1,2025-01-22,"<[2025-01-22, 2025-01-22]>",https://bsky.app/profile/skeabrae.bsky.social/post/3lgehbdqacs2w,0,0,0,0,0,0,0,0,"How do you get rich with brains like that..?

Just goes to prove that success is merely an 'accident of life'.

Whereas good character is something you are born with..

Thank you Joe Biden - I loved every minute..!",replied_to,2836
1857,1828,Directed,3588,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/troglodita07.bsky.social/post/3lgbjhigzes2s,0,0,0,0,0,0,0,0,"Yo creo que ninguno de los dos hicieron el saludo nazi. Hicieron el saludo romano.

Los nazis eran socialistas y por tanto, al ser socialistas no pueden hacer el saludo nazi. Levantarían el puño.",replied_to,2837
1857,1858,Directed,3589,,2,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/troglodita07.bsky.social/post/3lgbznd3p6c2w,0,0,0,0,0,0,0,0,😂,replied_to,2841
1857,1857,Directed,3591,,2,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/troglodita07.bsky.social/post/3lgbsh2uqic2e,0,0,0,0,0,0,0,0,Musk quería decir.,replied_to,2843
1857,1859,Directed,3593,,2,2025-01-22,"<[2025-01-22, 2025-01-22]>",https://bsky.app/profile/troglodita07.bsky.social/post/3lgc3nu42hk2w,0,0,0,0,0,0,0,0,Lo has clavado.,replied_to,2847
1858,1857,Directed,3595,,3,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/orcoguapo.bsky.social/post/3lgbtzuqcd22p,0,0,0,0,0,0,0,0,Te he entendido. 😎,replied_to,2844
1859,1857,Directed,3598,,1,2025-01-22,"<[2025-01-22, 2025-01-22]>",https://bsky.app/profile/belenbembu.bsky.social/post/3lgc2zy25bc2z,0,0,0,0,0,0,0,0,"Y, además, sería el izquierdo.",replied_to,2845
1860,1828,Directed,3599,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/angel10mallorca.bsky.social/post/3lgbatldvbs2r,0,0,0,0,0,0,0,0,"La expresión de su cara,la forma de apretar la mandíbula diciendo; llevo toda la vida queriendo hacer esto en público...",replied_to,2848
1861,1828,Directed,3600,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/mep11.bsky.social/post/3lgbn33jksc2j,0,0,0,0,0,0,0,0,"Si la ultraderecha quiere pisotear a la izquierda. NI NOS DOMARON, NI NOS DOBLEGARON, NI NOS VAMOS A DEJAR DOMESTICAR. DON MARCELINO CAMACHO. ✊👍",replied_to,2849
1861,3382,Directed,3601,,1,2025-03-06,"<[2025-03-06, 2025-03-06]>",https://bsky.app/profile/mep11.bsky.social/post/3ljpghs2txc2b,0,0,0,0,0,0,0,0,Una fascista que dimite por ser una bocazas sin corazón por sus declaraciones sobre el los días de la pandèmia del covid. La delegada de salud de Castilla León... En fin... 😡,replied_to,6946
1861,4825,Directed,3602,,1,2025-02-23,"<[2025-02-23, 2025-02-23]>",https://bsky.app/profile/mep11.bsky.social/post/3liunlahrtc2r,0,0,0,0,0,0,0,0,"Desde cuando el PP esun partido conservado,es un partido franquista igual afacha, falangista y dela ultraderechacatolica.Deconservador notiene nada de nada yno sequien se invento este estúpido término. Son, loque eran y serán siempre.El rico másrico y el pobre máspobre hasta que acabar en unhoyo 🕳️ 😡",replied_to,7316
1861,71,Directed,3603,,1,2025-02-11,"<[2025-02-11, 2025-02-11]>",https://bsky.app/profile/mep11.bsky.social/post/3lhvzlngqns2s,0,0,0,0,0,0,0,0,"El PSOE como siempre tan ambiguo y luego pasa lo que pasa, siempre la misma historia... 🤷‍♀️",replied_to,7622
1861,5050,Directed,3604,,1,2024-11-26,"<[2024-11-26, 2024-11-26]>",https://bsky.app/profile/mep11.bsky.social/post/3lbu3d2eni62o,0,0,0,0,0,0,0,0,"30 de noviembre Manifestación 18h Esa plaça del ajuntament de València a reventar.Por el dolor,el sufrimiento y la pérdida de un pueblo unido contra este gobierno de la generalitat incompetente, miserable que en los peores momentos no hicieron nada de nada.Todos a gritar con fuerzas Mazon dimision😡📢",replied_to,8807
1862,1828,Directed,3605,,1,2025-01-22,"<[2025-01-22, 2025-01-22]>",https://bsky.app/profile/zascandilesalmonte.bsky.social/post/3lgdlq2lths2f,0,0,0,0,0,0,0,0,Se va a dislocar el hombro... A ver si se disloca el hombro,replied_to,2850
1863,1828,Directed,3606,,1,2025-01-27,"<[2025-01-27, 2025-01-27]>",https://bsky.app/profile/elenalademates.bsky.social/post/3lgqnp4lilc2j,0,0,0,0,0,0,0,0,Ag,replied_to,2851
1864,1828,Directed,3607,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/romanauta66.bsky.social/post/3lgbmati7oc2k,0,0,0,0,0,0,0,0,"Tiene orejas de marrano ..
Hocico de marrano...
Cola de marrano...
Y come como un marrano...

Adivinanza...

Que será Elon?",replied_to,2852
1865,1864,Directed,3608,,1,2025-01-22,"<[2025-01-22, 2025-01-22]>",https://bsky.app/profile/pepet61.bsky.social/post/3lgccblyl5s22,0,0,0,0,0,0,0,0,"No, no, no. Del marrano, cerdo, me gustan hasta sus andares. Todo en él es bueno, como criatura es perfecto, como cualquier otra. Y si llega el caso de comértelo, nada en el se desperdicia, no hay otro igual. ¿Si piensa como un sicópata, tiene cara de sicópata y actúa como un sicópata? ¿Que es?",replied_to,2853
1866,1828,Directed,3609,,1,2025-01-22,"<[2025-01-22, 2025-01-22]>",https://bsky.app/profile/josecerdeirasoto.bsky.social/post/3lgd4faj75k2h,0,0,0,0,0,0,0,0,Un estúpido mental,replied_to,2855
1866,2450,Directed,3610,,1,2024-12-30,"<[2024-12-30, 2024-12-30]>",https://bsky.app/profile/josecerdeirasoto.bsky.social/post/3lejrsqgx3k2z,0,0,0,0,0,0,0,0,Puede estar orgullosa dsi misma.,replied_to,3602
1866,45,Directed,3611,,3,2024-11-24,"<[2024-11-24, 2024-11-24]>",https://bsky.app/profile/josecerdeirasoto.bsky.social/post/3lbpsaw4aw22i,0,0,0,0,0,0,0,0,No dimite ni borracho de vodka,replied_to,9077
1866,3382,Directed,3614,,1,2025-03-06,"<[2025-03-06, 2025-03-06]>",https://bsky.app/profile/josecerdeirasoto.bsky.social/post/3ljpj25x7g22f,0,0,0,0,0,0,0,0,Asi es como hay que actuar.,replied_to,6951
1866,4825,Directed,3615,,1,2025-02-23,"<[2025-02-23, 2025-02-23]>",https://bsky.app/profile/josecerdeirasoto.bsky.social/post/3liufrhmxss2p,0,0,0,0,0,0,0,0,Es oastimoso,replied_to,7326
1866,1246,Directed,3616,,1,2024-12-10,"<[2024-12-10, 2024-12-10]>",https://bsky.app/profile/josecerdeirasoto.bsky.social/post/3lcwwewby5c2j,0,0,0,0,0,0,0,0,"Ni caso Fortes,un impresentable",replied_to,8146
1866,71,Directed,3617,,1,2024-12-02,"<[2024-12-02, 2024-12-02]>",https://bsky.app/profile/josecerdeirasoto.bsky.social/post/3lcdv2dvagk2o,0,0,0,0,0,0,0,0,"No lo entiendo,el PSOE,con sus cosas,un paso para delante y otro patrasaraal",replied_to,8630
1867,1828,Directed,3618,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/diego271072.bsky.social/post/3lgbulcriyc2c,0,0,0,0,0,0,0,0,Le resbala todo al hijo puta.Lo que hace ser millonario.,replied_to,2856
1868,1828,Directed,3619,,1,2025-01-22,"<[2025-01-22, 2025-01-22]>",https://bsky.app/profile/capezurditaroja.bsky.social/post/3lgcbv5rbys2g,0,0,0,0,0,0,0,0,¿Se estará repitiendo la historia?... Es triste y asusta.,replied_to,2857
1869,1828,Directed,3620,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/agprieto.bsky.social/post/3lgbffj6oek22,0,0,0,0,0,0,0,0,A darse de baja de su mierda de red social. Yo lo acabo de hacer.,replied_to,2858
1870,1828,Directed,3621,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/sylvesteralonso.bsky.social/post/3lgbm2gbsoc2z,0,0,0,0,0,0,0,0,Y el que graba por qué no hace nada?,replied_to,2859
1871,1828,Directed,3622,,1,2025-01-26,"<[2025-01-26, 2025-01-26]>",https://bsky.app/profile/moggioe.bsky.social/post/3lgmjmzeuzc2r,0,0,0,0,0,0,0,0,👻💩🤡🤮,replied_to,2860
1872,1828,Directed,3623,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/cabreti.bsky.social/post/3lgbppryzxc2m,0,0,0,0,0,0,0,0,,replied_to,2861
1873,1828,Directed,3624,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/carlosdata.bsky.social/post/3lgbqwnotas2x,0,0,0,0,0,0,0,0,"A partir mucha gente empezará a agradecer de todo corazón las cosas, ya veréis.",replied_to,2862
1874,1828,Directed,3625,,1,2025-01-22,"<[2025-01-22, 2025-01-22]>",https://bsky.app/profile/sagosa.bsky.social/post/3lgecdvzlz22h,0,0,0,0,0,0,0,0,"Si grazna como un pato, anda como un pato y nada como un pato… un cisne, no es.",replied_to,2863
1875,1828,Directed,3626,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/ktxoan.bsky.social/post/3lgbql3aggk2e,0,0,0,0,0,0,0,0,"#elonfuck",replied_to,2864
1876,1828,Directed,3627,,1,2025-01-22,"<[2025-01-22, 2025-01-22]>",https://bsky.app/profile/srxander27.bsky.social/post/3lgc5k5iht22s,0,0,0,0,0,0,0,0,"Ver un saludo nazi departe del hombre mas rico del mundo bajo el podio y su insignia de la aguila estadounidense que representa la libertad y democracia norteamericana...

El precisó momento donde el cuento de la democracia muere.

¡Señores estamos viendo historia!",replied_to,2865
1877,1828,Directed,3628,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/thepandilorian.bsky.social/post/3lgbcdjuuns2q,0,0,0,0,0,0,0,0,El timing es perfecto.,replied_to,2866
1878,1828,Directed,3629,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/ainegue.bsky.social/post/3lgbf7ercjs2l,0,0,0,0,0,0,0,0,Pues espero que no tarde en entrar en el buker,replied_to,2867
1879,1828,Directed,3630,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/darocaou.bsky.social/post/3lgbe4woz2c2f,0,0,0,0,0,0,0,0,"Musk es el de la derecha, por cierto.",replied_to,2868
1880,1828,Directed,3631,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/kr0n0.bsky.social/post/3lgbflkieqs2d,0,0,0,0,0,0,0,0,,replied_to,2869
1880,71,Directed,3632,,2,2025-02-10,"<[2025-02-10, 2025-02-10]>",https://bsky.app/profile/kr0n0.bsky.social/post/3lhu6bcq6ok22,0,0,0,0,0,0,0,0,👏👏👏👏👏😹👍,replied_to,9268
1880,45,Directed,3634,,1,2025-04-01,"<[2025-04-01, 2025-04-01]>",https://bsky.app/profile/kr0n0.bsky.social/post/3llqw6lsqgc2f,0,0,0,0,0,0,0,0,,replied_to,6798
1880,4825,Directed,3635,,1,2025-02-23,"<[2025-02-23, 2025-02-23]>",https://bsky.app/profile/kr0n0.bsky.social/post/3liukku66lk2z,0,0,0,0,0,0,0,0,,replied_to,7347
1880,3634,Directed,3636,,1,2024-11-20,"<[2024-11-20, 2024-11-20]>",https://bsky.app/profile/kr0n0.bsky.social/post/3lbez3dxwzs24,0,0,0,0,0,0,0,0,,replied_to,9169
1881,1828,Directed,3637,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/karuchanita.bsky.social/post/3lgazjkggyc2d,0,0,0,0,0,0,0,0,"Es una vergüenza, todos sabemos que es un gob de ultra derecha pero hacer ese saludo...",replied_to,2870
1882,1828,Directed,3638,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/juezrojo.bsky.social/post/3lgb5xme4bs2m,0,0,0,0,0,0,0,0,,replied_to,2871
1883,1828,Directed,3639,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/mrderck2.bsky.social/post/3lgaycy2jw22v,0,0,0,0,0,0,0,0,,replied_to,2872
1884,1828,Directed,3640,,2,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/picta5.bsky.social/post/3lgbubxtsh22o,0,0,0,0,0,0,0,0,"..  

PPutisima y Pursima mierda de tio!! 
bueno no es ni tio,ni medio hombre.

El💩n",replied_to,2874
1885,1828,Directed,3642,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/tmindelo.bsky.social/post/3lgbzi3wmbk27,0,0,0,0,0,0,0,0,@down.blue,replied_to,2876
1886,1885,Directed,3643,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/down.blue/post/3lgbzjsgqaj2w,0,0,0,0,0,0,0,0,"⬇️ Tá na mão, aperta aqui pra baixar!",replied_to,2877
1887,1828,Directed,3644,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/tiobossa.bsky.social/post/3lgbtf7zqsc2b,0,0,0,0,0,0,0,0,"Puto nazi hijodeputa. No se merecen el aire que respiran. 
Volveremos a enterrarlos. Sabemos como se hace.",replied_to,2878
1887,45,Directed,3645,,1,2025-01-18,"<[2025-01-18, 2025-01-18]>",https://bsky.app/profile/tiobossa.bsky.social/post/3lfy4b254ns2a,0,0,0,0,0,0,0,0,"Si pide la ayuda la Quirón llega antes, y a chorro!",replied_to,8017
1888,1828,Directed,3646,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/noconfidencial.bsky.social/post/3lgb7hhkpec2r,0,0,0,0,0,0,0,0,¿Eso es un saludo nazi?,replied_to,2879
1889,1888,Directed,3647,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/profeentalpica.bsky.social/post/3lgbx5zlzjk2g,0,0,0,0,0,0,0,0,"Nooooo però és íbero Romano tardío de la tercera dinastia tartéssica, es q no lo entiendes xq se apropiaron de él unas personas, q no digo q no hicieran cosas malas, aunque tambien hicieron buenas, eh? D
de todas formas el saludo es romano y los iberos también y en las pirámides de Egipto sale que",replied_to,2880
1890,30,Directed,3648,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/winono.bsky.social/post/3lgb46aez4s2b,0,0,0,0,0,0,0,0,"A mí, el otro día, después de meterme un potaje de alubias en el cuerpo, se me escapó un saludo nazi.",replied_to,2883
1891,30,Directed,3649,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/gsrdzl.bsky.social/post/3lgb65cvg5s2u,0,0,0,0,0,0,0,0,"DOS saludos nazis. Más allá del ""accidente"".",replied_to,2884
1892,30,Directed,3650,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/cistusladanifer.bsky.social/post/3lgawfkwfwc2c,0,0,0,0,0,0,0,0,"no se le escapa nada, está perfectamente estudiado, quiere portadas, quiere protagonismo y quiere sangre. es su show",replied_to,2885
1894,1893,Directed,3651,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/matategui.bsky.social/post/3lgavry6pp22x,0,0,0,0,0,0,0,0,Impresentable es un buen eufemismo. No me ha podido dar más asco . Con esa camaradería hacia errejon y como la atacaba brutalmente,replied_to,2887
1894,45,Directed,3652,,2,2025-02-06,"<[2025-02-06, 2025-02-06]>",https://bsky.app/profile/matategui.bsky.social/post/3lhjc5fmuxs24,0,0,0,0,0,0,0,0,El precio q le dan estos hijos de a la vida es cuánto dinero pueden sacar por tu muerte,replied_to,7663
1894,71,Directed,3654,,2,2024-11-21,"<[2024-11-21, 2024-11-21]>",https://bsky.app/profile/matategui.bsky.social/post/3lbijxxhgsk2d,0,0,0,0,0,0,0,0,Son mafia y todos siguen viendo el hormiguero,replied_to,9449
1894,6109,Directed,3656,,1,2024-11-21,"<[2024-11-21, 2024-11-21]>",https://bsky.app/profile/matategui.bsky.social/post/3lbikmixc722d,0,0,0,0,0,0,0,0,Estos se comportan mejor,replied_to,9517
1894,6157,Directed,3657,,1,2024-11-21,"<[2024-11-21, 2024-11-21]>",https://bsky.app/profile/matategui.bsky.social/post/3lbikjzx6rs2d,0,0,0,0,0,0,0,0,Qué bueno sería q este gif fuera el inicio de la rebelión contra el hormimafia,replied_to,9582
1895,1893,Directed,3658,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/masovero.bsky.social/post/3lgalf4mxcs25,0,0,0,0,0,0,0,0,¿Como un personaje como este puede juzgar delitos de género?Alguien debería hacer algo....,replied_to,2891
1895,45,Directed,3659,,3,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/masovero.bsky.social/post/3lgavxdrbws2r,0,0,0,0,0,0,0,0,Israel ha visto que la comunidad internacional le dejará hacer lo que quiera. Se sabe inmune...,replied_to,7983
1896,1893,Directed,3662,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/rosariobenzocat.bsky.social/post/3lgalza5q2s2k,0,0,0,0,0,0,0,0,"Muy injusto, un impresentable. Mouliaá está indefensa ante la justicia patriarcal",replied_to,2892
1896,41,Directed,3663,,1,2025-03-03,"<[2025-03-03, 2025-03-03]>",https://bsky.app/profile/rosariobenzocat.bsky.social/post/3ljibcrwl3s27,0,0,0,0,0,0,0,0,Quién es la actriz francesa de la foto?,replied_to,7001
1897,1893,Directed,3664,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/cjjps.bsky.social/post/3lganvoafzc2v,0,0,0,0,0,0,0,0,¿ y que opina Errejón del interrogatorio?,replied_to,2893
1897,1898,Directed,3665,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/cjjps.bsky.social/post/3lgaol5wq622v,0,0,0,0,0,0,0,0,"Evidentemente, como todas.",replied_to,2895
1897,45,Directed,3666,,1,2025-02-07,"<[2025-02-07, 2025-02-07]>",https://bsky.app/profile/cjjps.bsky.social/post/3lhm657zors2h,0,0,0,0,0,0,0,0,Porque le están terminando de coser los trajes a Camps.,replied_to,7652
1898,1897,Directed,3667,,1,2025-01-21,"<[2025-01-21, 2025-01-21]>",https://bsky.app/profile/fernandopunsetti.bsky.social/post/3lgao3eyycs2m,0,0,0,0,0,0,0,0,Eso es irrelevante,replied_to,2894
